id,majortopic,subtopic,PAPMajorTopic,CAPsubTopic,Topic,year,percent,PAPpercent,congress
5754,1,101,1,101,101,1940,,,76
6442,1,101,1,101,101,1941,,,77
3715,1,101,1,101,101,1942,,,77
3445,1,101,1,101,101,1943,,,78
4956,1,101,1,101,101,1944,,,78
5128,1,101,1,101,101,1945,,,79
3979,1,101,1,101,101,1946,,,79
1183,1,101,1,101,101,1947,,,80
4789,1,101,1,101,101,1948,,,80
6537,1,101,1,101,101,1949,,,81
2820,1,101,1,101,101,1950,,,81
6105,1,101,1,101,101,1951,,,82
9053,1,101,1,101,101,1952,,,82
5244,1,101,1,101,101,1953,,,83
3153,1,101,1,101,101,1954,,,83
1942,1,101,1,101,101,1955,,,84
8404,1,101,1,101,101,1956,,,84
2995,1,101,1,101,101,1957,,,85
7358,1,101,1,101,101,1958,,,85
5192,1,101,1,101,101,1959,,,86
6187,1,101,1,101,101,1960,,,86
8752,1,101,1,101,101,1961,,,87
9174,1,101,1,101,101,1962,,,87
2463,1,101,1,101,101,1963,,,88
2003,1,101,1,101,101,1964,,,88
4945,1,101,1,101,101,1965,,,89
4929,1,101,1,101,101,1966,,,89
8720,1,101,1,101,101,1967,,,90
7727,1,101,1,101,101,1968,,,90
9889,1,101,1,101,101,1969,,,91
9733,1,101,1,101,101,1970,,,91
2015,1,101,1,101,101,1971,,,92
9115,1,101,1,101,101,1972,,,92
5883,1,101,1,101,101,1973,,,93
638,1,101,1,101,101,1974,0.47709,0.47709,93
812,1,101,1,101,101,1975,0.4654,0.4654,94
29,1,101,1,101,101,1976,0.46556,0.46556,94
3984,1,101,1,101,101,1977,0.4694,0.4694,95
5764,1,101,1,101,101,1978,0.47318,0.47318,95
9066,1,101,1,101,101,1979,0.45075,0.45075,96
9165,1,101,1,101,101,1980,0.45062,0.45062,96
1078,1,101,1,101,101,1981,0.45062,0.45062,97
4183,1,101,1,101,101,1982,0.46184,0.46184,97
1630,1,101,1,101,101,1983,0.47313,0.47313,98
8469,1,101,1,101,101,1984,0.47319,0.47319,98
5469,1,101,1,101,101,1985,0.48898,0.48898,99
307,1,101,1,101,101,1986,0.56831,0.56831,99
7425,1,101,1,101,101,1987,0.5342,0.5342,100
1120,1,101,1,101,101,1988,0.51005,0.51005,100
4199,1,101,1,101,101,1989,0.5099,0.5099,101
365,1,101,1,101,101,1990,0.48828,0.48828,101
6641,1,101,1,101,101,1991,0.54248,0.54248,102
6859,1,101,1,101,101,1992,0.52472,0.52472,102
1438,1,101,1,101,101,1993,0.48415,0.48415,103
9142,1,101,1,101,101,1994,0.47633,0.47633,103
3639,1,101,1,101,101,1995,0.42651,0.42651,104
5734,1,101,1,101,101,1996,0.42267,0.42267,104
3926,1,101,1,101,101,1997,0.46454,0.46454,105
4726,1,101,1,101,101,1998,0.46908,0.46908,105
2880,1,101,1,101,101,1999,0.47241,0.47241,106
8305,1,101,1,101,101,2000,0.47789,0.47789,106
226,1,101,1,101,101,2001,0.47907,0.47907,107
2929,1,101,1,101,101,2002,0.49885,0.49885,107
2442,1,101,1,101,101,2003,0.51352,0.51352,108
2456,1,101,1,101,101,2004,0.4993,0.4993,108
2121,1,101,1,101,101,2005,0.49921,0.49921,109
6124,1,101,1,101,101,2006,0.49811,0.49811,109
6698,1,101,1,101,101,2007,0.47247,0.47247,110
8590,1,101,1,101,101,2008,0.47231,0.47231,110
7790,1,101,1,101,101,2009,0.44226,0.44226,111
5857,1,101,1,101,101,2010,0.44231,0.44231,111
3485,1,101,1,101,101,2011,0.4268,0.4268,112
4935,1,101,1,101,101,2012,0.41691,0.41691,112
3186,1,101,1,101,101,2013,0.41685,0.41685,113
1839,1,101,1,101,101,2014,0.41685,0.41685,113
3822,1,101,1,101,101,2015,0.41685,0.41685,114
3718,1,101,1,101,101,2016,0.45126,0.45126,114
5480,1,101,1,101,101,2017,,,115
974,1,101,1,101,101,2018,,,115
2711,1,103,1,103,103,1940,,,76
1715,1,103,1,103,103,1941,,,77
9585,1,103,1,103,103,1942,,,77
3114,1,103,1,103,103,1943,,,78
6030,1,103,1,103,103,1944,,,78
9514,1,103,1,103,103,1945,,,79
9352,1,103,1,103,103,1946,,,79
7880,1,103,1,103,103,1947,,,80
2323,1,103,1,103,103,1948,,,80
3012,1,103,1,103,103,1949,,,81
7327,1,103,1,103,103,1950,,,81
4029,1,103,1,103,103,1951,,,82
5432,1,103,1,103,103,1952,,,82
5162,1,103,1,103,103,1953,,,83
9970,1,103,1,103,103,1954,,,83
6022,1,103,1,103,103,1955,,,84
4622,1,103,1,103,103,1956,,,84
5789,1,103,1,103,103,1957,,,85
7140,1,103,1,103,103,1958,,,85
2316,1,103,1,103,103,1959,,,86
2830,1,103,1,103,103,1960,,,86
4839,1,103,1,103,103,1961,,,87
4860,1,103,1,103,103,1962,,,87
3538,1,103,1,103,103,1963,,,88
7710,1,103,1,103,103,1964,,,88
2796,1,103,1,103,103,1965,,,89
7773,1,103,1,103,103,1966,0.60296,0.60296,89
5183,1,103,1,103,103,1967,0.60187,0.60187,90
4522,1,103,1,103,103,1968,0.60047,0.60047,90
3088,1,103,1,103,103,1969,0.57471,0.57471,91
5034,1,103,1,103,103,1970,0.5986,0.5986,91
6324,1,103,1,103,103,1971,0.64539,0.64539,92
5271,1,103,1,103,103,1972,0.67411,0.67411,92
5410,1,103,1,103,103,1973,0.67391,0.67391,93
3573,1,103,1,103,103,1974,0.64757,0.64757,93
6347,1,103,1,103,103,1975,0.63662,0.63662,94
3373,1,103,1,103,103,1976,0.62073,0.62073,94
648,1,103,1,103,103,1977,0.62888,0.62888,95
3632,1,103,1,103,103,1978,0.59692,0.59692,95
437,1,103,1,103,103,1979,0.57364,0.57364,96
1203,1,103,1,103,103,1980,0.55011,0.55011,96
7476,1,103,1,103,103,1981,0.53156,0.53156,97
3774,1,103,1,103,103,1982,0.57619,0.57619,97
2841,1,103,1,103,103,1983,0.62571,0.62571,98
4624,1,103,1,103,103,1984,0.59297,0.59297,98
5453,1,103,1,103,103,1985,0.57211,0.57211,99
7090,1,103,1,103,103,1986,0.60982,0.60982,99
4160,1,103,1,103,103,1987,0.56907,0.56907,100
1763,1,103,1,103,103,1988,0.54988,0.54988,100
1277,1,103,1,103,103,1989,0.60879,0.60879,101
4996,1,103,1,103,103,1990,0.59944,0.59944,101
1469,1,103,1,103,103,1991,0.61559,0.61559,102
7972,1,103,1,103,103,1992,0.54343,0.54343,102
4798,1,103,1,103,103,1993,0.57256,0.57256,103
3030,1,103,1,103,103,1994,0.58819,0.58819,103
5300,1,103,1,103,103,1995,0.59545,0.59545,104
3347,1,103,1,103,103,1996,0.57881,0.57881,104
7953,1,103,1,103,103,1997,0.58591,0.58591,105
5472,1,103,1,103,103,1998,0.56426,0.56426,105
4084,1,103,1,103,103,1999,0.55791,0.55791,106
602,1,103,1,103,103,2000,0.58929,0.58929,106
7145,1,103,1,103,103,2001,0.60349,0.60349,107
761,1,103,1,103,103,2002,0.60992,0.60992,107
1651,1,103,1,103,103,2003,0.61283,0.61283,108
1419,1,103,1,103,103,2004,0.61416,0.61416,108
8837,1,103,1,103,103,2005,0.61475,0.61475,109
5889,1,103,1,103,103,2006,0.58326,0.58326,109
8695,1,103,1,103,103,2007,0.55251,0.55251,110
1349,1,103,1,103,103,2008,0.53832,0.53832,110
3804,1,103,1,103,103,2009,0.53176,0.53176,111
6171,1,103,1,103,103,2010,0.52873,0.52873,111
489,1,103,1,103,103,2011,0.52732,0.52732,112
8919,1,103,1,103,103,2012,0.52666,0.52666,112
1571,1,103,1,103,103,2013,0.52635,0.52635,113
3015,1,103,1,103,103,2014,0.52621,0.52621,113
1431,1,103,1,103,103,2015,0.52614,0.52614,114
9285,1,103,1,103,103,2016,0.5176,0.5176,114
8562,1,103,1,103,103,2017,,,115
634,1,103,1,103,103,2017,,,115
8780,1,105,1,105,105,1940,,,76
3916,1,105,1,105,105,1941,,,77
1098,1,105,1,105,105,1942,,,77
1072,1,105,1,105,105,1943,,,78
9431,1,105,1,105,105,1944,,,78
6486,1,105,1,105,105,1945,,,79
8446,1,105,1,105,105,1946,,,79
7066,1,105,1,105,105,1947,,,80
5292,1,105,1,105,105,1948,,,80
1601,1,105,1,105,105,1949,,,81
7675,1,105,1,105,105,1950,,,81
7018,1,105,1,105,105,1951,,,82
8264,1,105,1,105,105,1952,,,82
8487,1,105,1,105,105,1953,,,83
2420,1,105,1,105,105,1954,,,83
1914,1,105,1,105,105,1955,,,84
2613,1,105,1,105,105,1956,,,84
7428,1,105,1,105,105,1957,,,85
3272,1,105,1,105,105,1958,,,85
3022,1,105,1,105,105,1959,,,86
6569,1,105,1,105,105,1960,,,86
9774,1,105,1,105,105,1961,,,87
2136,1,105,1,105,105,1962,,,87
6302,1,105,1,105,105,1963,,,88
3898,1,105,1,105,105,1964,,,88
9385,1,105,1,105,105,1965,,,89
5918,1,105,1,105,105,1966,,,89
6505,1,105,1,105,105,1967,,,90
2189,1,105,1,105,105,1968,,,90
5439,1,105,1,105,105,1969,,,91
8914,1,105,1,105,105,1970,,,91
4881,1,105,1,105,105,1971,,,92
6624,1,105,1,105,105,1972,,,92
2410,1,105,1,105,105,1973,,,93
7239,1,105,1,105,105,1974,,,93
2545,1,105,1,105,105,1975,,,94
4851,1,105,1,105,105,1976,,,94
9083,1,105,1,105,105,1977,,,95
2295,1,105,1,105,105,1978,,,95
780,1,105,1,105,105,1979,,,96
4906,1,105,1,105,105,1980,,,96
1753,1,105,1,105,105,1981,,,97
2240,1,105,1,105,105,1982,,,97
9414,1,105,1,105,105,1983,,,98
6429,1,105,1,105,105,1984,0.68406,0.68406,98
9206,1,105,1,105,105,1985,0.75291,0.75291,99
1213,1,105,1,105,105,1986,0.71532,0.71532,99
1696,1,105,1,105,105,1987,0.70946,0.70946,100
469,1,105,1,105,105,1988,0.69362,0.69362,100
4024,1,105,1,105,105,1989,0.67779,0.67779,101
7489,1,105,1,105,105,1990,0.67827,0.67827,101
359,1,105,1,105,105,1991,0.66918,0.66918,102
55,1,105,1,105,105,1992,0.69167,0.69167,102
7528,1,105,1,105,105,1993,0.65501,0.65501,103
1474,1,105,1,105,105,1994,0.60896,0.60896,103
3085,1,105,1,105,105,1995,0.6035,0.6035,104
4558,1,105,1,105,105,1996,0.62976,0.62976,104
2390,1,105,1,105,105,1997,0.59907,0.59907,105
8023,1,105,1,105,105,1998,0.63421,0.63421,105
1112,1,105,1,105,105,1999,0.65747,0.65747,106
7804,1,105,1,105,105,2000,0.64507,0.64507,106
3641,1,105,1,105,105,2001,0.6454,0.6454,107
5265,1,105,1,105,105,2002,0.6441,0.6441,107
938,1,105,1,105,105,2003,0.67399,0.67399,108
8629,1,105,1,105,105,2004,0.70236,0.70236,108
5277,1,105,1,105,105,2005,0.69657,0.69657,109
4551,1,105,1,105,105,2006,0.71496,0.71496,109
8666,1,105,1,105,105,2007,0.73338,0.73338,110
3437,1,105,1,105,105,2008,0.72014,0.72014,110
6268,1,105,1,105,105,2009,0.66047,0.66047,111
6622,1,105,1,105,105,2010,0.62258,0.62258,111
615,1,105,1,105,105,2011,0.59634,0.59634,112
5111,1,105,1,105,105,2012,0.59318,0.59318,112
7048,1,105,1,105,105,2013,0.5936,0.5936,113
2880,1,105,1,105,105,2014,0.58908,0.58908,113
2778,1,105,1,105,105,2015,0.62156,0.62156,114
2443,1,105,1,105,105,2016,0.64636,0.64636,114
5615,1,105,1,105,105,2017,0.65643,0.65643,115
5530,1,105,1,105,105,2018,,,115
3244,1,107,1,107,107,1940,,,76
5100,1,107,1,107,107,1941,,,77
303,1,107,1,107,107,1942,,,77
1313,1,107,1,107,107,1943,,,78
8950,1,107,1,107,107,1944,,,78
7444,1,107,1,107,107,1945,,,79
383,1,107,1,107,107,1946,,,79
4697,1,107,1,107,107,1947,0.72326,0.72326,80
9935,1,107,1,107,107,1948,0.7263,0.7263,80
8412,1,107,1,107,107,1949,0.74561,0.74561,81
5233,1,107,1,107,107,1950,0.73475,0.73475,81
2688,1,107,1,107,107,1951,0.75309,0.75309,82
3150,1,107,1,107,107,1952,0.66801,0.66801,82
8731,1,107,1,107,107,1953,0.66711,0.66711,83
856,1,107,1,107,107,1954,0.68481,0.68481,83
4624,1,107,1,107,107,1955,0.68979,0.68979,84
4029,1,107,1,107,107,1956,0.70974,0.70974,84
3030,1,107,1,107,107,1957,0.68804,0.68804,85
3349,1,107,1,107,107,1958,0.70802,0.70802,85
4213,1,107,1,107,107,1959,0.74046,0.74046,86
3777,1,107,1,107,107,1960,0.76122,0.76122,86
1148,1,107,1,107,107,1961,0.77949,0.77949,87
8190,1,107,1,107,107,1962,0.77781,0.77781,87
9667,1,107,1,107,107,1963,0.74855,0.74855,88
1122,1,107,1,107,107,1964,0.72347,0.72347,88
5651,1,107,1,107,107,1965,0.7251,0.7251,89
7308,1,107,1,107,107,1966,0.73434,0.73434,89
7901,1,107,1,107,107,1967,0.7217,0.7217,90
4630,1,107,1,107,107,1968,0.69065,0.69065,90
5620,1,107,1,107,107,1969,0.65342,0.65342,91
5816,1,107,1,107,107,1970,0.65543,0.65543,91
6118,1,107,1,107,107,1971,0.65614,0.65614,92
4635,1,107,1,107,107,1972,0.65639,0.65639,92
4205,1,107,1,107,107,1973,0.66875,0.66875,93
9070,1,107,1,107,107,1974,0.68036,0.68036,93
8506,1,107,1,107,107,1975,0.68356,0.68356,94
93,1,107,1,107,107,1976,0.69309,0.69309,94
8561,1,107,1,107,107,1977,0.66819,0.66819,95
4824,1,107,1,107,107,1978,0.65733,0.65733,95
4728,1,107,1,107,107,1979,0.65434,0.65434,96
75,1,107,1,107,107,1980,0.6493,0.6493,96
2892,1,107,1,107,107,1981,0.64339,0.64339,97
1182,1,107,1,107,107,1982,0.63703,0.63703,97
5973,1,107,1,107,107,1983,0.65263,0.65263,98
5623,1,107,1,107,107,1984,0.67571,0.67571,98
883,1,107,1,107,107,1985,0.68444,0.68444,99
9310,1,107,1,107,107,1986,0.69618,0.69618,99
9784,1,107,1,107,107,1987,0.69522,0.69522,100
6170,1,107,1,107,107,1988,0.72347,0.72347,100
2342,1,107,1,107,107,1989,0.72317,0.72317,101
6465,1,107,1,107,107,1990,0.71112,0.71112,101
3803,1,107,1,107,107,1991,0.72632,0.72632,102
6098,1,107,1,107,107,1992,0.73188,0.73188,102
7193,1,107,1,107,107,1993,0.74002,0.74002,103
9511,1,107,1,107,107,1994,0.69798,0.69798,103
1364,1,107,1,107,107,1995,0.68993,0.68993,104
3846,1,107,1,107,107,1996,0.69112,0.69112,104
2272,1,107,1,107,107,1997,0.71287,0.71287,105
8324,1,107,1,107,107,1998,0.68646,0.68646,105
1170,1,107,1,107,107,1999,0.68397,0.68397,106
9794,1,107,1,107,107,2000,0.6825,0.6825,106
5652,1,107,1,107,107,2001,0.67267,0.67267,107
3157,1,107,1,107,107,2002,0.70383,0.70383,107
1250,1,107,1,107,107,2003,0.76359,0.76359,108
5137,1,107,1,107,107,2004,0.74991,0.74991,108
8608,1,107,1,107,107,2005,0.76194,0.76194,109
2827,1,107,1,107,107,2006,0.7444,0.7444,109
902,1,107,1,107,107,2007,0.74844,0.74844,110
2111,1,107,1,107,107,2008,0.75006,0.75006,110
1116,1,107,1,107,107,2009,0.78582,0.78582,111
8201,1,107,1,107,107,2010,0.77745,0.77745,111
8607,1,107,1,107,107,2011,0.77423,0.77423,112
6462,1,107,1,107,107,2012,0.78735,0.78735,112
7476,1,107,1,107,107,2013,0.77691,0.77691,113
3751,1,107,1,107,107,2014,0.75416,0.75416,113
6440,1,107,1,107,107,2015,0.74904,0.74904,114
6514,1,107,1,107,107,2016,0.74915,0.74915,114
3706,1,107,1,107,107,2017,0.76182,0.76182,115
6879,1,107,1,107,107,2018,0.76815,0.76815,115
1688,1,108,1,108,108,1940,,,76
868,1,108,1,108,108,1941,,,77
4756,1,108,1,108,108,1942,,,77
8138,1,108,1,108,108,1943,,,78
7519,1,108,1,108,108,1944,,,78
5597,1,108,1,108,108,1945,,,79
6377,1,108,1,108,108,1946,,,79
9369,1,108,1,108,108,1947,,,80
5251,1,108,1,108,108,1948,,,80
8155,1,108,1,108,108,1949,,,81
906,1,108,1,108,108,1950,,,81
2883,1,108,1,108,108,1951,,,82
197,1,108,1,108,108,1952,,,82
6323,1,108,1,108,108,1953,,,83
933,1,108,1,108,108,1954,,,83
6258,1,108,1,108,108,1955,,,84
6806,1,108,1,108,108,1956,,,84
523,1,108,1,108,108,1957,,,85
5537,1,108,1,108,108,1958,,,85
2546,1,108,1,108,108,1959,,,86
8848,1,108,1,108,108,1960,,,86
7729,1,108,1,108,108,1961,,,87
8266,1,108,1,108,108,1962,,,87
7058,1,108,1,108,108,1963,,,88
4313,1,108,1,108,108,1964,,,88
867,1,108,1,108,108,1965,,,89
5562,1,108,1,108,108,1966,,,89
4675,1,108,1,108,108,1967,,,90
4927,1,108,1,108,108,1968,,,90
9319,1,108,1,108,108,1969,,,91
4471,1,108,1,108,108,1970,,,91
7356,1,108,1,108,108,1971,,,92
9923,1,108,1,108,108,1972,,,92
5289,1,108,1,108,108,1973,,,93
7142,1,108,1,108,108,1974,,,93
4498,1,108,1,108,108,1975,,,94
5907,1,108,1,108,108,1976,,,94
7057,1,108,1,108,108,1977,,,95
9583,1,108,1,108,108,1978,,,95
9021,1,108,1,108,108,1979,,,96
3868,1,108,1,108,108,1980,,,96
6438,1,108,1,108,108,1981,,,97
2289,1,108,1,108,108,1982,,,97
7300,1,108,1,108,108,1983,,,98
4259,1,108,1,108,108,1984,,,98
4854,1,108,1,108,108,1985,0.67085,0.2674,99
2478,1,108,1,108,108,1986,0.71506,0.29848,99
7333,1,108,1,108,108,1987,0.71507,0.29848,100
9105,1,108,1,108,108,1988,0.71507,0.29848,100
1580,1,108,1,108,108,1989,0.71507,0.29848,101
6572,1,108,1,108,108,1990,0.75994,0.32955,101
5277,1,108,1,108,108,1991,0.73347,0.34922,102
7958,1,108,1,108,108,1992,0.73346,0.34922,102
8067,1,108,1,108,108,1993,0.73346,0.34922,103
1610,1,108,1,108,108,1994,0.73346,0.34922,103
4914,1,108,1,108,108,1995,0.73346,0.34922,104
8980,1,108,1,108,108,1996,0.71134,0.36889,104
9149,1,108,1,108,108,1997,0.77469,,105
6528,1,108,1,108,108,1998,0.77471,,105
9587,1,108,1,108,108,1999,0.77471,,106
9828,1,108,1,108,108,2000,0.77471,,106
2194,1,108,1,108,108,2001,0.77471,,107
5693,1,108,1,108,108,2002,0.77471,,107
2814,1,108,1,108,108,2003,0.77471,,108
7596,1,108,1,108,108,2004,0.77471,,108
1922,1,108,1,108,108,2005,0.77471,,109
7983,1,108,1,108,108,2006,0.83232,,109
2761,1,108,1,108,108,2007,0.82027,,110
8280,1,108,1,108,108,2008,0.82027,,110
1844,1,108,1,108,108,2009,0.82027,,111
9814,1,108,1,108,108,2010,0.82027,,111
3907,1,108,1,108,108,2011,0.82027,,112
4091,1,108,1,108,108,2012,0.82027,,112
6232,1,108,1,108,108,2013,0.82027,,113
434,1,108,1,108,108,2014,0.82027,,113
6833,1,108,1,108,108,2015,0.82027,,114
6742,1,108,1,108,108,2016,0.81055,,114
2818,1,108,1,108,108,2017,,,115
9886,1,108,1,108,108,2018,,,115
1223,1,110,1,110,110,1940,,,76
354,1,110,1,110,110,1941,,,77
5794,1,110,1,110,110,1942,,,77
4167,1,110,1,110,110,1943,,,78
7282,1,110,1,110,110,1944,,,78
2065,1,110,1,110,110,1945,,,79
3150,1,110,1,110,110,1946,,,79
1362,1,110,1,110,110,1947,,,80
386,1,110,1,110,110,1948,,,80
1368,1,110,1,110,110,1949,,,81
6455,1,110,1,110,110,1950,,,81
8140,1,110,1,110,110,1951,,,82
289,1,110,1,110,110,1952,,,82
2735,1,110,1,110,110,1953,,,83
1488,1,110,1,110,110,1954,,,83
4049,1,110,1,110,110,1955,,,84
6124,1,110,1,110,110,1956,,,84
1813,1,110,1,110,110,1957,,,85
5427,1,110,1,110,110,1958,,,85
1827,1,110,1,110,110,1959,,,86
2670,1,110,1,110,110,1960,,,86
1575,1,110,1,110,110,1961,,,87
8455,1,110,1,110,110,1962,,,87
7791,1,110,1,110,110,1963,,,88
7271,1,110,1,110,110,1964,,,88
5920,1,110,1,110,110,1965,,,89
3220,1,110,1,110,110,1966,,,89
4451,1,110,1,110,110,1967,,,90
9026,1,110,1,110,110,1968,,,90
9992,1,110,1,110,110,1969,,,91
9208,1,110,1,110,110,1970,,,91
4693,1,110,1,110,110,1971,,,92
4246,1,110,1,110,110,1972,,,92
8785,1,110,1,110,110,1973,,,93
1200,1,110,1,110,110,1974,,,93
7922,1,110,1,110,110,1975,,,94
420,1,110,1,110,110,1976,,,94
7901,1,110,1,110,110,1977,,,95
7803,1,110,1,110,110,1978,,,95
4807,1,110,1,110,110,1979,,,96
6837,1,110,1,110,110,1980,,,96
1198,1,110,1,110,110,1981,,,97
9594,1,110,1,110,110,1982,,,97
2334,1,110,1,110,110,1983,,,98
8132,1,110,1,110,110,1984,,,98
271,1,110,1,110,110,1985,0.2674,0.2674,99
3238,1,110,1,110,110,1986,0.29848,0.29848,99
138,1,110,1,110,110,1987,0.29848,0.29848,100
4603,1,110,1,110,110,1988,0.29848,0.29848,100
7492,1,110,1,110,110,1989,0.29848,0.29848,101
1648,1,110,1,110,110,1990,0.32955,0.32955,101
9689,1,110,1,110,110,1991,0.34922,0.34922,102
501,1,110,1,110,110,1992,0.34922,0.34922,102
1677,1,110,1,110,110,1993,0.34922,0.34922,103
7706,1,110,1,110,110,1994,0.34922,0.34922,103
9701,1,110,1,110,110,1995,0.34922,0.34922,104
2282,1,110,1,110,110,1996,0.36889,0.36889,104
6880,1,110,1,110,110,1997,,,105
3570,1,110,1,110,110,1998,,,105
106,1,110,1,110,110,1999,,,106
1221,1,110,1,110,110,2000,,,106
1074,1,110,1,110,110,2001,,,107
8883,1,110,1,110,110,2002,,,107
2031,1,110,1,110,110,2003,,,108
1796,1,110,1,110,110,2004,,,108
5870,1,110,1,110,110,2005,,,109
6193,1,110,1,110,110,2006,,,109
7636,1,110,1,110,110,2007,,,110
3713,1,110,1,110,110,2008,,,110
6519,1,110,1,110,110,2009,,,111
9711,1,110,1,110,110,2010,,,111
3665,1,110,1,110,110,2011,,,112
4043,1,110,1,110,110,2012,,,112
1914,1,110,1,110,110,2013,,,113
6332,1,110,1,110,110,2014,,,113
2906,1,110,1,110,110,2015,,,114
4893,1,110,1,110,110,2016,,,114
4398,1,110,1,110,110,2017,,,115
3481,1,110,1,110,110,2018,,,115
8183,2,201,2,201,201,1940,,,76
648,2,201,2,201,201,1941,,,77
1497,2,201,2,201,201,1942,,,77
9336,2,201,2,201,201,1943,,,78
6697,2,201,2,201,201,1944,,,78
7229,2,201,2,201,201,1945,,,79
1149,2,201,2,201,201,1946,0.37399,0.37399,79
4972,2,201,2,201,201,1947,0.38415,0.38415,80
3541,2,201,2,201,201,1948,0.3992,0.3992,80
8645,2,201,2,201,201,1949,0.41477,0.41477,81
9447,2,201,2,201,201,1950,0.42211,0.42211,81
3427,2,201,2,201,201,1951,0.42939,0.42939,82
6479,2,201,2,201,201,1952,0.43572,0.43572,82
9022,2,201,2,201,201,1953,0.43363,0.43363,83
6649,2,201,2,201,201,1954,0.44154,0.44154,83
5877,2,201,2,201,201,1955,0.44718,0.44718,84
6995,2,201,2,201,201,1956,0.43491,0.43491,84
9543,2,201,2,201,201,1957,0.42967,0.42967,85
5995,2,201,2,201,201,1958,0.44366,0.44366,85
7659,2,201,2,201,201,1959,0.45037,0.45037,86
5749,2,201,2,201,201,1960,0.46062,0.46062,86
1042,2,201,2,201,201,1961,0.46568,0.46568,87
7244,2,201,2,201,201,1962,0.46818,0.46818,87
379,2,201,2,201,201,1963,0.46449,0.46449,88
5487,2,201,2,201,201,1964,0.48757,0.48757,88
6330,2,201,2,201,201,1965,0.4804,0.4804,89
2415,2,201,2,201,201,1966,0.4579,0.4579,89
6989,2,201,2,201,201,1967,0.46886,0.46886,90
2773,2,201,2,201,201,1968,0.48397,0.48397,90
2722,2,201,2,201,201,1969,0.48323,0.48323,91
672,2,201,2,201,201,1970,0.50844,0.50844,91
9571,2,201,2,201,201,1971,0.52268,0.52268,92
1435,2,201,2,201,201,1972,0.52012,0.52012,92
8894,2,201,2,201,201,1973,0.51426,0.51426,93
3433,2,201,2,201,201,1974,0.50977,0.50977,93
7062,2,201,2,201,201,1975,0.49437,0.49437,94
7929,2,201,2,201,201,1976,0.48591,0.48591,94
9637,2,201,2,201,201,1977,0.47789,0.47789,95
9930,2,201,2,201,201,1978,0.47568,0.47568,95
2355,2,201,2,201,201,1979,0.47381,0.47381,96
4514,2,201,2,201,201,1980,0.47574,0.47574,96
3745,2,201,2,201,201,1981,0.46581,0.46581,97
8261,2,201,2,201,201,1982,0.49241,0.49241,97
4488,2,201,2,201,201,1983,0.50036,0.50036,98
7581,2,201,2,201,201,1984,0.51213,0.51213,98
1970,2,201,2,201,201,1985,0.50934,0.50934,99
332,2,201,2,201,201,1986,0.51376,0.51376,99
659,2,201,2,201,201,1987,0.53361,0.53361,100
6811,2,201,2,201,201,1988,0.53506,0.53506,100
1522,2,201,2,201,201,1989,0.53531,0.53531,101
6300,2,201,2,201,201,1990,0.53637,0.53637,101
3914,2,201,2,201,201,1991,0.54784,0.54784,102
5341,2,201,2,201,201,1992,0.54172,0.54172,102
5532,2,201,2,201,201,1993,0.54088,0.54088,103
9839,2,201,2,201,201,1994,0.53647,0.53647,103
1519,2,201,2,201,201,1995,0.54043,0.54043,104
3882,2,201,2,201,201,1996,0.5405,0.5405,104
397,2,201,2,201,201,1997,0.52629,0.52629,105
6754,2,201,2,201,201,1998,0.53099,0.53099,105
5403,2,201,2,201,201,1999,0.53735,0.53735,106
9022,2,201,2,201,201,2000,0.54406,0.54406,106
5818,2,201,2,201,201,2001,0.54116,0.54116,107
3635,2,201,2,201,201,2002,0.53146,0.53146,107
6164,2,201,2,201,201,2003,0.54692,0.54692,108
507,2,201,2,201,201,2004,0.5484,0.5484,108
8039,2,201,2,201,201,2005,0.56452,0.56452,109
8527,2,201,2,201,201,2006,0.55294,0.55294,109
8960,2,201,2,201,201,2007,0.57957,0.57957,110
2660,2,201,2,201,201,2008,0.56881,0.56881,110
9829,2,201,2,201,201,2009,0.61737,0.61737,111
2047,2,201,2,201,201,2010,0.58388,0.58388,111
5026,2,201,2,201,201,2011,0.56708,0.56708,112
1292,2,201,2,201,201,2012,0.55888,0.55888,112
1341,2,201,2,201,201,2013,0.55608,0.55608,113
8546,2,201,2,201,201,2014,0.55569,0.55569,113
5637,2,201,2,201,201,2015,0.56759,0.56759,114
5708,2,201,2,201,201,2016,0.58498,0.58498,114
7700,2,201,2,201,201,2017,0.59772,0.59772,115
3905,2,201,2,201,201,2018,0.60762,0.60762,115
5109,2,202,2,202,202,1940,,,76
462,2,202,2,202,202,1941,,,77
9007,2,202,2,202,202,1942,,,77
8580,2,202,2,202,202,1943,,,78
4297,2,202,2,202,202,1944,,,78
7502,2,202,2,202,202,1945,,,79
5942,2,202,2,202,202,1946,,,79
2807,2,202,2,202,202,1947,,,80
62,2,202,2,202,202,1948,,,80
8880,2,202,2,202,202,1949,,,81
6585,2,202,2,202,202,1950,,,81
1917,2,202,2,202,202,1951,,,82
7020,2,202,2,202,202,1952,,,82
3118,2,202,2,202,202,1953,,,83
1110,2,202,2,202,202,1954,,,83
1371,2,202,2,202,202,1955,,,84
2420,2,202,2,202,202,1956,,,84
909,2,202,2,202,202,1957,,,85
1124,2,202,2,202,202,1958,,,85
2503,2,202,2,202,202,1959,,,86
5970,2,202,2,202,202,1960,,,86
7540,2,202,2,202,202,1961,,,87
7416,2,202,2,202,202,1962,,,87
8648,2,202,2,202,202,1963,,,88
